name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,rating,na_population,eu_population,jp_population,other_population,critic_count,user_count,developer,popularity_score
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,159000,0,0,10000,169000,8.0,7.1,E,445955481.0,769138207.0,128001000.0,68780075066.0,9,8,2K Sports,7.576470588
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,162000,0,0,10000,172000,8.1,6.9,E,445955481.0,769138207.0,128001000.0,68780075066.0,21,16,Visual Concepts,7.581081081
Mercury Meltdown Revolution,Weii,2007,Action,Ignition Entertainment,159000,0,0,10000,169000,7.8,7.5,E,445955481.0,769138207.0,128001000.0,68780075066.0,41,16,Ignition Entertainment,7.715789474
Bee Movie Game,X360,2007,Action,Activision,157000,0,0,10000,167000,7.1,5.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,25,13,Beenox,6.621052632
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,141000,10000,0,10000,161000,4.9,5.3,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,47,31,Hudson Soft,5.058974359
Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,69000,60000,0,30000,159000,7.3,7.7,T,445955481.0,769138207.0,128001000.0,68780075066.0,44,11,Bigbig Studios,7.38
Bomberman Land,Weii,2007,Misc,Rising Star Games,111000,10000,30000,10000,161000,5.6,8.0,E,445955481.0,769138207.0,128001000.0,68780075066.0,23,10,Racjin,6.327272727
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,132000,20000,0,10000,162000,7.3,2.8,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,24,34,Frontier Developments,4.662068966
Beowulf: The Game,PS3,2007,Action,Ubisoft,137000,10000,0,10000,157000,5.2,5.2,M,445955481.0,769138207.0,128001000.0,68780075066.0,18,17,Ubisoft,5.2
Dewy's Adventure,Weii,2007,Platform,Konami Digital Entertainment,140000,0,10000,10000,160000,6.6,6.3,E,445955481.0,769138207.0,128001000.0,68780075066.0,29,15,Konami,6.497727273
The BIGS,PS3,2007,Sports,Take-Two Interactive,150000,0,0,10000,160000,7.6,7.3,E,445955481.0,769138207.0,128001000.0,68780075066.0,19,12,Blue Castle Games,7.483870968
NBA Live 08,Weii,2007,Sports,Electronic Arts,140000,0,0,10000,150000,5.2,7.1,E,445955481.0,769138207.0,128001000.0,68780075066.0,11,21,EA Canada,6.446875
TimeShift,PS3,2007,Shooter,Vivendi Games,139000,0,0,10000,149000,7.0,6.4,M,445955481.0,769138207.0,128001000.0,68780075066.0,16,27,Saber Interactive,6.623255814
Godzilla Unleashed,Weii,2007,Fighting,Atari,141000,0,0,10000,151000,4.3,7.1,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,31,37,"Pipeworks Software, Inc.",5.823529412
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,141000,0,0,10000,151000,7.3,7.3,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,23,21,Visual Concepts,7.3
The Godfather: Blackhand Edition,Weii,2007,Adventure,Electronic Arts,141000,0,0,10000,151000,7.8,8.5,M,445955481.0,769138207.0,128001000.0,68780075066.0,38,48,EA Redwood Shores,8.190697674
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,122000,10000,0,20000,152000,8.1,6.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,31,16,EA Canada,7.521276596
Samurai Warriors: Katana,Weii,2007,Action,Tecmo Koei,111000,0,40000,10000,161000,5.4,6.8,T,445955481.0,769138207.0,128001000.0,68780075066.0,30,6,"Koei, Omega Force",5.633333333
Bleach: Dark Souls,DS,2007,Fighting,Sega,121000,20000,0,10000,151000,8.3,7.9,T,445955481.0,769138207.0,128001000.0,68780075066.0,28,14,Treasure,8.166666667
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,121000,20000,0,20000,161000,4.8,6.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,26,10,Visual Concepts,5.216666667
Blazing Angels 2: Secret Missions of WWeii,PS3,2007,Simulation,Ubisoft,100000,29000,0,20000,149000,7.1,7.2,T,445955481.0,769138207.0,128001000.0,68780075066.0,10,12,Ubisoft Romania,7.154545455
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,121000,20000,0,10000,151000,5.0,5.5,M,445955481.0,769138207.0,128001000.0,68780075066.0,14,13,Cauldron Ltd.,5.240740741
Cars: Mater-National Championship,X360,2007,Racing,THQ,131000,0,0,10000,141000,5.7,7.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,9,6,Rainbow Studios,6.5
Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,132000,10000,0,10000,152000,5.7,6.1,E,445955481.0,769138207.0,128001000.0,68780075066.0,13,8,Ubisoft Bulgaria,5.852380952
Spider-Man: Friend or Foe,Weii,2007,Action,Activision,132000,0,0,10000,142000,5.8,8.1,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,29,6,Next Level Games,6.194285714
Ratatouille,GC,2007,Action,THQ,111000,30000,0,0,141000,5.9,5.5,E,445955481.0,769138207.0,128001000.0,68780075066.0,7,7,Asobo Studio,5.7
Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,130000,0,0,10000,140000,7.8,7.9,E,445955481.0,769138207.0,128001000.0,68780075066.0,36,26,Kuju Entertainment,7.841935484
Victorious Boxers: Revolution,Weii,2007,Fighting,Ubisoft,71000,0,60000,10000,141000,5.9,5.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,26,8,Cavia Inc.,5.758823529
Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,128000,0,0,10000,138000,1.9,3.2,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,4,7,FrontLine Studios,2.727272727
Scarface: The World is Yours,Weii,2007,Action,Vivendi Games,119000,10000,0,10000,139000,7.2,8.3,M,445955481.0,769138207.0,128001000.0,68780075066.0,23,29,Radical Entertainment,7.813461538
Cranium Kabookii,Weii,2007,Misc,Ubisoft,128000,0,0,10000,138000,6.4,5.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,9,13,Ubisoft Quebec,5.809090909
The Orange Box,PC,2007,Shooter,Electronic Arts,0,112000,0,30000,142000,9.6,9.2,M,445955481.0,769138207.0,128001000.0,68780075066.0,34,1495,Valve Software,9.208894702
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,69000,0,59000,10000,138000,6.4,6.7,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,22,19,Media Vision,6.53902439
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,129000,0,0,10000,139000,8.3,5.2,E,445955481.0,769138207.0,128001000.0,68780075066.0,18,6,Visual Concepts,7.525
Blazing Angels 2: Secret Missions of WWeii,X360,2007,Simulation,Ubisoft,109000,20000,0,10000,139000,7.1,7.7,T,445955481.0,769138207.0,128001000.0,68780075066.0,24,12,Ubisoft Romania,7.3
NHL 2K8,X360,2007,Sports,Take-Two Interactive,109000,10000,0,10000,129000,7.1,7.5,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,43,16,Kush Games,7.208474576
Fatal Inertia,X360,2007,Racing,Tecmo Koei,121000,0,0,10000,131000,6.2,4.1,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,30,19,Koei,5.385714286
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,120000,0,0,10000,130000,6.2,6.0,E,445955481.0,769138207.0,128001000.0,68780075066.0,37,4,SCEA San Diego Studios,6.180487805
Baroque,PS2,2007,Role-Playing,Rising Star Games,49000,40000,20000,10000,119000,6.1,8.9,T,445955481.0,769138207.0,128001000.0,68780075066.0,6,44,Sting,8.564
Hour of Victory,X360,2007,Shooter,Midway Games,102000,10000,0,10000,122000,3.7,3.0,T,445955481.0,769138207.0,128001000.0,68780075066.0,33,40,Nfusion,3.316438356
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,109000,10000,0,10000,129000,7.4,7.5,E,445955481.0,769138207.0,128001000.0,68780075066.0,8,10,Exient Entertainment,7.455555556
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,59000,51000,0,20000,130000,7.8,7.1,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,11,6,Infinite Interactive,7.552941176
Star Trek: Conquest,Weii,2007,Strategy,Bethesda Softworks,110000,10000,0,10000,130000,4.9,4.9,E,445955481.0,769138207.0,128001000.0,68780075066.0,18,11,4J Studios,4.9
Geometry Wars: Galaxies,Weii,2007,Shooter,Vivendi Games,112000,0,0,10000,122000,7.9,8.1,E,445955481.0,769138207.0,128001000.0,68780075066.0,55,26,Kuju Entertainment,7.964197531
Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,112000,0,0,10000,122000,2.8,4.8,E,445955481.0,769138207.0,128001000.0,68780075066.0,18,8,Santa Cruz Games,3.415384615
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,108000,0,0,10000,118000,6.2,6.5,T,445955481.0,769138207.0,128001000.0,68780075066.0,12,13,Amaze Entertainment,6.356
Cruis'n,Weii,2007,Racing,Midway Games,101000,10000,0,10000,121000,2.5,3.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,7,18,Midway Studios - San Diego,3.364
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,110000,0,0,10000,120000,6.2,4.9,T,445955481.0,769138207.0,128001000.0,68780075066.0,17,7,1st Playable Productions,5.820833333
Retro Game Challenge,DS,2007,Action,Namco Bandai Games,0,0,111000,0,111000,7.8,7.3,E,445955481.0,769138207.0,128001000.0,68780075066.0,30,15,Indies Zero,7.633333333
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,101000,10000,0,10000,121000,4.6,5.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,30,16,Visual Concepts,4.843478261
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,79000,20000,0,10000,109000,7.3,8.2,T,445955481.0,769138207.0,128001000.0,68780075066.0,16,19,"Pipeworks Software, Inc.",7.788571429
TMNT,PSP,2007,Action,Ubisoft,98000,0,0,10000,108000,3.7,4.1,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,7,12,Ubisoft Montreal,3.952631579
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,111000,0,111000,8.0,8.6,E,445955481.0,769138207.0,128001000.0,68780075066.0,10,11,Konami,8.314285714
The Settlers,DS,2007,Action,Ubisoft,99000,0,0,10000,109000,3.9,5.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,6,7,Blue Byte,4.869230769
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,92000,10000,0,10000,112000,5.6,6.2,E,445955481.0,769138207.0,128001000.0,68780075066.0,23,7,Digital Embryo,5.74
Rocky Balboa,PSP,2007,Sports,Ubisoft,10000,91000,0,10000,111000,5.7,6.7,T,445955481.0,769138207.0,128001000.0,68780075066.0,17,11,Ubisoft,6.092857143
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,88000,0,0,10000,98000,7.2,0.6,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,7,24,Frontier Developments,2.090322581
Surf's Up,X360,2007,Sports,Ubisoft,89000,0,0,10000,99000,6.0,6.2,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,15,9,Ubisoft,6.075
Draglade,DS,2007,Fighting,505 Games,91000,0,0,10000,101000,7.2,7.6,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,23,4,Dimps Corporation,7.259259259
Bee Movie Game,PS2,2007,Action,Activision,50000,40000,0,10000,100000,6.4,7.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,11,4,Beenox,6.666666667
Myst,DS,2007,Adventure,Midway Games,90000,0,0,10000,100000,4.3,3.5,E,445955481.0,769138207.0,128001000.0,68780075066.0,25,6,Hoplite Research,4.14516129
Opoona,Weii,2007,Role-Playing,Tecmo Koei,81000,0,10000,10000,101000,6.4,7.7,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,33,14,ArtePiazza,6.787234043
MotoGP 07,PS2,2007,Racing,Capcom,51000,39000,0,10000,100000,6.2,9.3,E,445955481.0,769138207.0,128001000.0,68780075066.0,26,7,Milestone,6.857575758
Shining Force EXA,PS2,2007,Role-Playing,Sega,0,0,101000,0,101000,6.3,7.4,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,24,17,Neverland,6.756097561
Heatseeker,Weii,2007,Action,Codemasters,80000,0,0,10000,90000,6.1,6.1,T,445955481.0,769138207.0,128001000.0,68780075066.0,25,32,IR Gurus,6.1
Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,80000,10000,0,10000,100000,6.4,6.8,T,445955481.0,769138207.0,128001000.0,68780075066.0,26,16,Omega Force,6.552380952
Halo 2,PC,2007,Shooter,Microsoft Game Studios,10000,60000,0,20000,90000,7.3,5.7,M,445955481.0,769138207.0,128001000.0,68780075066.0,32,216,Microsoft Game Studios,5.906451613
Medal of Honor: Vanguard,Weii,2007,Shooter,Electronic Arts,61000,30000,0,10000,101000,5.5,7.0,T,445955481.0,769138207.0,128001000.0,68780075066.0,29,24,BudCat,6.179245283
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,81000,0,0,10000,91000,6.8,3.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,15,4,EA Canada,6.147368421
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,89000,0,0,10000,99000,4.6,7.5,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,13,17,Art,6.243333333
Atari Classics Evolved,PSP,2007,Misc,Atari,79000,0,0,10000,89000,6.5,6.0,E,445955481.0,769138207.0,128001000.0,68780075066.0,17,4,Stainless Games,6.404761905
Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,71000,10000,0,10000,91000,7.3,8.6,M,445955481.0,769138207.0,128001000.0,68780075066.0,26,22,Other Ocean Interactive,7.895833333
Beowulf: The Game,PSP,2007,Action,Ubisoft,79000,0,0,10000,89000,4.3,5.4,M,445955481.0,769138207.0,128001000.0,68780075066.0,4,7,Virtuos,5.0
Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,40000,30000,0,10000,80000,5.0,7.9,T,445955481.0,769138207.0,128001000.0,68780075066.0,11,9,Koei,6.305
F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,70000,10000,0,10000,90000,6.7,7.2,M,445955481.0,769138207.0,128001000.0,68780075066.0,43,16,"TimeGate Studios, Day 1 Studios",6.83559322
NCAA Football 08,XB,2007,Sports,Electronic Arts,59000,20000,0,0,79000,8.2,8.2,E,445955481.0,769138207.0,128001000.0,68780075066.0,4,8,EA Sports,8.2
America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,79000,0,0,10000,89000,4.3,6.7,T,445955481.0,769138207.0,128001000.0,68780075066.0,11,55,Red Storm Entertainment,6.3
Blacksite: Area 51,PS3,2007,Shooter,Midway Games,71000,10000,0,10000,91000,5.5,6.4,T,445955481.0,769138207.0,128001000.0,68780075066.0,23,18,Midway Studios - Austin,5.895121951
Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,79000,0,0,10000,89000,4.7,7.5,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,23,6,Foundation 9 Entertainment,5.279310345
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,59000,10000,0,10000,79000,4.1,6.7,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,15,13,Red Tribe,5.307142857
Crush,PSP,2007,Puzzle,Sega,71000,0,0,10000,81000,8.2,9.1,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,41,21,Zoe Mode,8.50483871
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,60000,10000,0,10000,80000,7.5,6.6,T,445955481.0,769138207.0,128001000.0,68780075066.0,10,6,Left Field Productions,7.1625
Alien Syndrome,PSP,2007,Role-Playing,Sega,71000,0,0,10000,81000,5.1,6.0,T,445955481.0,769138207.0,128001000.0,68780075066.0,20,9,Totally Games,5.379310345
Madden NFL 08,GC,2007,Sports,Electronic Arts,59000,20000,0,0,79000,7.4,7.1,E,445955481.0,769138207.0,128001000.0,68780075066.0,4,7,EA Tiburon,7.209090909
Cosmic Family,Weii,2007,Misc,Ubisoft,69000,0,0,10000,79000,5.5,5.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,6,6,Ubisoft Barcelona,5.6
Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,69000,0,69000,7.0,8.4,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,10,8,Koei,7.622222222
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,30000,30000,0,10000,70000,3.7,5.9,M,445955481.0,769138207.0,128001000.0,68780075066.0,19,10,Creat Studios,4.45862069
R-Type Command,PSP,2007,Strategy,Rising Star Games,51000,0,10000,10000,71000,6.8,6.4,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,29,6,Irem,6.731428571
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,10000,40000,0,10000,60000,7.9,7.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,20,29,Maxis,7.544897959
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,61000,0,0,0,61000,6.4,6.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,16,4,Coyote Console,6.38
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,20000,0,50000,0,70000,5.7,6.0,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,30,7,Hit Maker,5.756756757
N+,DS,2007,Platform,Atari,59000,0,0,0,59000,8.2,7.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,20,20,"Metanet Software Inc., SilverBirch Studios",7.8
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,49000,0,10000,59000,8.0,8.6,T,445955481.0,769138207.0,128001000.0,68780075066.0,19,71,Big Huge Games,8.473333333
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,51000,10000,0,10000,71000,5.7,7.8,T,445955481.0,769138207.0,128001000.0,68780075066.0,21,16,THQ,6.608108108
Showtime Championship Boxing,Weii,2007,Fighting,Zoo Digital Publishing,59000,0,0,0,59000,3.6,4.7,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,7,10,Nikitova Games,4.247058824
Theme Park,DS,2007,Simulation,Electronic Arts,0,20000,30000,0,50000,7.3,7.5,E,445955481.0,769138207.0,128001000.0,68780075066.0,15,14,EA Japan Studio,7.396551724
Alien Syndrome,Weii,2007,Role-Playing,Sega,50000,0,0,0,50000,4.8,7.0,T,445955481.0,769138207.0,128001000.0,68780075066.0,24,23,Totally Games,5.876595745
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,51000,0,10000,61000,8.2,7.9,M,445955481.0,769138207.0,128001000.0,68780075066.0,41,523,Epic Games,7.921808511
Arkanoid DS,DS,2007,Puzzle,Square Enix,60000,0,0,0,60000,6.1,7.0,E,445955481.0,769138207.0,128001000.0,68780075066.0,29,5,Taito Corporation,6.232352941
The Witcher,PC,2007,Role-Playing,Atari,0,49000,0,10000,59000,8.0,8.9,M,445955481.0,769138207.0,128001000.0,68780075066.0,50,1116,CD Projekt Red Studio,8.861406518
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,50000,0,0,10000,60000,5.6,6.6,T,445955481.0,769138207.0,128001000.0,68780075066.0,20,28,Creat Studios,6.183333333
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,50000,0,0,0,50000,3.5,6.1,T,445955481.0,769138207.0,128001000.0,68780075066.0,11,21,Cauldron Ltd.,5.20625
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,30000,20000,0,10000,60000,6.8,7.6,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,20,41,Gust,7.337704918
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,50000,0,0,0,50000,8.2,7.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,10,8,Exient Entertainment,7.977777778
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,10000,40000,0,10000,60000,8.1,8.4,M,445955481.0,769138207.0,128001000.0,68780075066.0,44,1088,GSC Game World,8.388339223
Alvin and the Chipmunks,Weii,2007,Misc,Eidos Interactive,50000,0,0,0,50000,3.0,3.6,E,445955481.0,769138207.0,128001000.0,68780075066.0,4,20,Sensory Sweep,3.5
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,40000,0,10000,50000,7.8,7.3,T,445955481.0,769138207.0,128001000.0,68780075066.0,38,204,Electronic Arts,7.378512397
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,40000,10000,0,0,50000,7.3,8.1,E,445955481.0,769138207.0,128001000.0,68780075066.0,27,10,EA Canada,7.516216216
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,20000,0,20000,10000,50000,7.8,7.4,T,445955481.0,769138207.0,128001000.0,68780075066.0,26,25,Terminal Reality,7.603921569
Jenga World Tour,Weii,2007,Misc,Atari,50000,0,0,0,50000,2.6,2.8,E,445955481.0,769138207.0,128001000.0,68780075066.0,14,11,Atomic Planet Entertainment,2.688
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,10000,10000,30000,0,50000,7.8,7.9,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,39,17,Vanilla Ware,7.830357143
Virtua Tennis 3,PSP,2007,Sports,Sega,20000,20000,0,10000,50000,8.0,7.6,E,445955481.0,769138207.0,128001000.0,68780075066.0,17,13,Sumo Digital,7.826666667
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,40000,0,10000,50000,8.0,6.8,T,445955481.0,769138207.0,128001000.0,68780075066.0,22,40,Ubisoft Romania,7.225806452
Supreme Commander,PC,2007,Strategy,THQ,0,39000,0,10000,49000,8.7,8.4,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,44,263,Gas Powered Games,8.442996743
Fantastic Four: Rise of the Silver Surfer,Weii,2007,Action,Take-Two Interactive,40000,10000,0,0,50000,3.9,5.8,T,445955481.0,769138207.0,128001000.0,68780075066.0,16,15,7 Studios,4.819354839
Pony Friends,DS,2007,Simulation,Eidos Interactive,0,41000,0,10000,51000,6.7,6.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,8,12,Tantalus Interactive,6.7
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0,0,40000,0,40000,7.8,8.4,T,445955481.0,769138207.0,128001000.0,68780075066.0,9,16,Arc System Works,8.184
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,40000,0,0,0,40000,3.5,4.8,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,8,13,7 Studios,4.304761905
Virtua Tennis 3,X360,2007,Sports,Sega,30000,10000,0,0,40000,8.1,6.8,E,445955481.0,769138207.0,128001000.0,68780075066.0,34,26,Sumo Digital,7.536666667
Front Mission,DS,2007,Strategy,Square Enix,10000,0,30000,0,40000,7.3,8.9,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,19,9,Square Enix,7.814285714
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,10000,10000,10000,10000,40000,6.8,6.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,30,4,"Namco Bandai Games America, Namco Bandai Games",6.752941176
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,30000,10000,0,0,40000,5.9,6.1,E,445955481.0,769138207.0,128001000.0,68780075066.0,6,5,DC Studios,5.990909091
Dead Head Fred,PSP,2007,Action,D3Publisher,40000,0,0,0,40000,7.5,7.4,M,445955481.0,769138207.0,128001000.0,68780075066.0,30,23,Vicious Cycle,7.456603774
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,39000,0,10000,49000,7.0,5.8,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,18,163,EA Games,5.919337017
Guilty Gear XX Accent Core,Weii,2007,Fighting,505 Games,30000,0,0,0,30000,7.5,8.4,T,445955481.0,769138207.0,128001000.0,68780075066.0,15,19,Arc System Works,8.002941176
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,10000,29000,0,10000,49000,8.5,8.7,M,445955481.0,769138207.0,128001000.0,68780075066.0,36,235,Relic,8.673431734
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,29000,0,10000,0,39000,5.3,8.4,T,445955481.0,769138207.0,128001000.0,68780075066.0,29,13,Omega Force,6.25952381
Surf's Up,PS3,2007,Sports,Ubisoft,30000,0,0,0,30000,5.9,5.2,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,8,7,Ubisoft Montreal,5.573333333
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,29000,0,0,0,29000,4.9,7.7,T,445955481.0,769138207.0,128001000.0,68780075066.0,26,9,3G Studios,5.62
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,31000,0,10000,41000,4.9,2.8,T,445955481.0,769138207.0,128001000.0,68780075066.0,40,53,Mad Doc Software,3.703225806
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,30000,0,0,0,30000,7.2,8.0,T,445955481.0,769138207.0,128001000.0,68780075066.0,27,25,Gameloft,7.584615385
TMNT,DS,2007,Action,Ubisoft,30000,10000,0,0,40000,4.2,2.2,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,10,5,Ubisoft Quebec,3.533333333
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,10000,20000,0,0,30000,8.1,8.8,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,35,219,Gas Powered Games,8.703543307
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,10000,20000,0,0,30000,7.4,6.5,E,445955481.0,769138207.0,128001000.0,68780075066.0,36,5,Q Entertainment,7.290243902
Rugby 08,PS2,2007,Sports,Electronic Arts,20000,10000,0,0,30000,7.4,7.4,E,445955481.0,769138207.0,128001000.0,68780075066.0,21,25,EA Canada,7.4
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,31000,0,0,0,31000,5.0,4.8,E,445955481.0,769138207.0,128001000.0,68780075066.0,12,4,Marvelous Entertainment,4.95
Bionicle Heroes,Weii,2007,Shooter,Eidos Interactive,30000,0,0,0,30000,5.3,5.8,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,7,5,Traveller's Tales,5.508333333
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,30000,0,0,30000,6.3,7.2,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,11,34,EA Games,6.98
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,31000,0,0,0,31000,3.7,4.6,E10+,445955481.0,769138207.0,128001000.0,68780075066.0,14,7,7 Studios,4.0
World in Conflict,PC,2007,Strategy,Vivendi Games,0,30000,0,10000,40000,8.9,8.1,T,445955481.0,769138207.0,128001000.0,68780075066.0,44,301,Massive Entertainment,8.202028986
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,29000,0,10000,39000,8.4,8.2,T,445955481.0,769138207.0,128001000.0,68780075066.0,26,242,Nixxes Software,8.219402985
N+,PSP,2007,Platform,Atari,30000,0,0,0,30000,7.9,7.7,E,445955481.0,769138207.0,128001000.0,68780075066.0,21,18,"Metanet Software Inc., SilverBirch Studios",7.807692308
Hot Pixel,PSP,2007,Puzzle,Atari,30000,0,0,0,30000,5.5,6.4,T,445955481.0,769138207.0,128001000.0,68780075066.0,35,6,zSlide,5.631707317
