name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,popularity_score,global_sales
Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,183000,153000,20000,59000,6.0,63,6.7,245,Nihilistic,M,6.556818182,415000
Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,352000,20000,10000,30000,7.8,54,7.4,79,Digital Illusions,T,7.562406015,412000
Knockout Kings 2001,PS,2000,Fighting,Electronic Arts,231000,150000,0,30000,8.3,11,8.6,6,EA Sports,T,8.405882353,411000
From Russia With Love,PS2,2005,Action,Electronic Arts,347000,10000,0,59000,7.0,29,7.7,36,EA Redwood Shores,T,7.387692308,416000
Fantastic Pets,X360,2011,Simulation,THQ,305000,80000,0,30000,6.5,11,7.5,4,Blitz Games Studios,E,6.766666667,415000
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,178000,172000,0,60000,5.4,48,5.7,1183,"Gearbox Software, 3D Realms",M,5.688302193,410000
Minority Report: Everybody Runs,PS2,2002,Action,Activision,199000,148000,0,49000,5.0,26,4.9,14,Treyarch,T,4.965,396000
Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,257000,39000,60000,40000,7.4,51,8.1,50,Bandai Namco Games,E,7.746534653,396000
NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,234000,152000,0,29000,6.3,10,8.7,4,989 Sports,E,6.985714286,415000
Spider-Man: Web of Shadows,X360,2008,Action,Activision,357000,20000,0,30000,6.7,57,8.6,87,Shaba Games,T,7.847916667,407000
Naughty Bear,X360,2010,Action,505 Games,214000,150000,0,40000,4.4,51,5.7,70,Artificial Mind and Movement,T,5.152066116,404000
Tak and the Power of Juju,GC,2003,Platform,THQ,315000,80000,0,10000,7.0,16,8.2,9,Avalanche Software,E,7.432,405000
Six Flags Fun Park,Weii,2009,Misc,Ubisoft,270000,89000,0,40000,4.3,7,7.2,7,7 Studios,E10+,5.75,399000
Beowulf: The Game,X360,2007,Action,Ubisoft,355000,10000,0,30000,5.0,23,4.7,30,Ubisoft Shanghai,M,4.830188679,395000
NBA Jam,Weii,2010,Sports,Electronic Arts,363000,20000,0,20000,7.8,43,8.4,20,EA Canada,E,7.99047619,403000
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,256000,30000,102000,20000,7.6,10,8.7,46,Neverland,E,8.503571429,408000
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,171000,149000,20000,59000,7.3,59,6.9,315,Bandai Namco Games,T,6.963101604,399000
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,308000,10000,30000,61000,9.3,4,9.1,255,Konami,M,9.103088803,409000
Defender,PS2,2002,Misc,Midway Games,198000,150000,0,51000,7.2,24,7.7,6,7 Studios,T,7.3,399000
Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,203000,151000,0,50000,5.9,38,5.8,20,Midway,T,5.865517241,404000
Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,306000,79000,0,10000,6.7,16,8.5,10,Electronic Arts,E,7.392307692,395000
Overlord,X360,2007,Strategy,Codemasters,341000,30000,10000,29000,7.7,47,8.4,70,Triumph Studios,T,8.118803419,410000
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,197000,149000,0,49000,6.6,6,7.1,8,Traveller's Tales,T,6.885714286,395000
Life is Strange,PS4,2016,Adventure,Square Enix,148000,150000,30000,59000,8.7,23,8.5,672,DONTNOD Entertainment,M,8.506618705,387000
Battalion Wars,GC,2005,Strategy,Ninti,245000,70000,70000,10000,7.5,43,8.8,18,Kuju Entertainment,T,7.883606557,395000
The Wonderful 101,WeiiU,2013,Action,Ninti,189000,98000,80000,30000,7.8,75,8.6,495,PlatinumGames,T,8.494736842,397000
Asura's Wrath,PS3,2012,Action,Capcom,183000,120000,61000,51000,7.0,39,7.4,169,CyberConnect2,T,7.325,415000
18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,197000,150000,0,49000,6.1,11,5.7,18,Acclaim Studios Cheltenham,E,5.851724138,396000
Wall-E,PS3,2008,Platform,THQ,121000,207000,0,79000,5.1,24,5.0,7,Heavy Iron Studios,E,5.077419355,407000
Atari Anthology,PS2,2004,Misc,Atari,324000,10000,0,51000,6.6,12,4.4,6,Digital Eclipse,E,5.866666667,385000
FIFA 14,PC,2013,Sports,Electronic Arts,10000,366000,0,30000,8.8,6,4.5,441,EA Canada,E,4.557718121,406000
MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,327000,10000,0,51000,8.1,32,9.0,21,989 Sports,E,8.456603774,388000
The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,256000,99000,0,40000,7.7,60,8.2,40,Twisted Pixel Games,T,7.9,395000
Marvel: Ultimate Alliance,Weii,2006,Role-Playing,Activision,366000,0,0,31000,7.3,31,7.3,29,Vicarious Visions,T,7.3,397000
MX vs. ATV Unleashed,XB,2005,Racing,THQ,317000,70000,0,10000,8.0,21,8.2,13,Rainbow Studios,E,8.076470588,397000
FIFA Soccer 13,PC,2012,Action,Electronic Arts,20000,315000,0,70000,8.4,7,6.7,286,Electronic Arts,E,6.740614334,405000
Rampage: Total Destruction,GC,2006,Action,Midway Games,316000,80000,0,10000,5.7,24,6.6,6,"Pipeworks Software, Inc.",E10+,5.88,406000
The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,243000,142000,0,20000,7.2,19,8.5,16,Maxis,T,7.794285714,405000
WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,THQ,367000,0,0,29000,8.2,30,8.5,37,Yuke's,T,8.365671642,396000
Mafia II,PC,2010,Action,Take-Two Interactive,170000,170000,0,49000,7.6,46,7.8,1238,2K Czech,M,7.792834891,389000
NBA Live 2002,XB,2001,Sports,Electronic Arts,354000,30000,0,20000,7.6,15,7.5,6,Electronic Arts,E,7.571428571,404000
Sega Superstars Tennis,PS3,2008,Sports,Sega,128000,200000,0,71000,6.6,31,7.5,7,Sumo Digital,E10+,6.765789474,399000
Spore Hero,Weii,2009,Simulation,Electronic Arts,346000,20000,0,31000,6.1,23,7.0,36,Maxis,E10+,6.649152542,397000
I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,192000,152000,0,49000,7.4,39,8.4,22,Argonaut Games,T,7.760655738,393000
Ghostbusters: The Video Game,DS,2009,Action,Atari,242000,121000,0,40000,5.4,17,5.9,7,Zen Studios,E,5.545833333,403000
Call of War: Finest Hour,GC,2004,Shooter,Activision,314000,79000,0,10000,7.5,31,8.9,13,Exakt,T,7.913636364,403000
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,364000,0,0,30000,5.6,18,7.2,9,TOSE,E10+,6.133333333,394000
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,309000,20000,39000,30000,8.5,51,8.4,87,Konami,T,8.436956522,398000
Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,190000,149000,0,49000,6.7,44,8.5,20,Yuke's,M,7.2625,388000
Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,118000,217000,0,50000,7.8,33,8.2,39,Crystal Dynamics,T,8.016666667,385000
Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,Focus Home Interactive,61000,302000,0,40000,5.8,8,3.1,9,"Frogwares, Mistic Software",E,4.370588235,403000
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,190000,150000,0,50000,3.6,7,6.4,17,7 Studios,T,5.583333333,390000
Ultimate Spider-Man,XB,2005,Action,Activision,262000,110000,0,20000,7.6,53,7.3,20,Treyarch,T,7.517808219,392000
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,192000,147000,10000,50000,6.6,4,6.8,10,Juice Games,T,6.742857143,399000
LEGO The Lord of the Rings,3DS,2012,Action,Warner Bros. Interactive Entertainment,200000,162000,0,30000,6.2,4,7.7,10,TT Games,E10+,7.271428571,392000
No More Heroes 2: Desperate Struggle,Weii,2010,Action,Rising Star Games,198000,108000,40000,30000,8.5,68,8.9,184,Grasshopper Manufacture,M,8.792063492,376000
Legends of WrestleMania,X360,2009,Fighting,THQ,196000,151000,0,41000,7.0,59,6.3,23,Yuke's,T,6.803658537,388000
Fishing Resort,Weii,2011,Sports,Namco Bandai Games,142000,0,248000,10000,7.0,9,7.1,8,Prope,E,7.047058824,400000
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,91000,39000,240000,20000,6.5,26,7.3,47,From Software,T,7.015068493,390000
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,10000,316000,0,60000,9.3,55,8.6,3559,BioWare,M,8.610653016,386000
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,129000,203000,0,70000,3.8,27,2.8,23,EA Bright Light,T,3.34,402000
The House of The Dead III,XB,2002,Shooter,Sega,286000,79000,0,10000,7.2,30,7.4,9,Wow Entertainment,M,7.246153846,375000
Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,183000,41000,148000,20000,6.9,53,7.3,146,"Monolith Soft, Banpresto",T,7.193467337,392000
NBA Jam,PS3,2010,Sports,Electronic Arts,220000,119000,0,59000,7.0,33,5.7,14,EA Canada,E,6.612765957,398000
NBA Jam,X360,2010,Sports,Electronic Arts,270000,91000,0,30000,7.6,30,7.0,24,EA Canada,E,7.333333333,391000
Madden NFL Football,3DS,2011,Sports,Electronic Arts,361000,10000,0,30000,4.9,18,5.4,16,EA Tiburon,E,5.135294118,401000
Donkey Konga 2,GC,2004,Misc,Ninti,306000,80000,0,10000,6.8,30,6.0,9,Namco,T,6.615384615,396000
Transformers: Fall of Cybertron,PS3,2012,Action,Activision,191000,142000,0,59000,7.6,32,8.3,87,High Moon Studios,T,8.111764706,392000
Alpha Protocol,X360,2010,Role-Playing,Sega,234000,119000,0,40000,6.4,68,7.3,201,Obsidian Entertainment,M,7.072490706,393000
SSX 3,XB,2003,Sports,Electronic Arts,285000,81000,0,10000,9.2,27,8.9,25,EA Canada,E,9.055769231,376000
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,254000,59000,51000,30000,4.5,18,5.4,9,Ubisoft,E10+,4.8,394000
Madden NFL 2005,GBA,2004,Sports,Electronic Arts,275000,102000,0,10000,7.9,9,7.7,5,Exient Entertainment,E,7.828571429,387000
Final Fantasy Crystal Chronicles: The Crystal Bearers,Weii,2009,Action,Square Enix,213000,71000,80000,30000,6.7,53,7.4,70,Square Enix,T,7.098373984,394000
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,183000,151000,0,70000,7.2,49,8.2,68,SuperMassive Games,M,7.781196581,404000
Sonic Lost World,WeiiU,2013,Platform,Sega,231000,118000,10000,30000,6.4,64,7.2,461,Sonic Team,E10+,7.10247619,389000
Skylanders SWAP Force,PS4,2013,Platform,Activision,203000,122000,0,60000,8.0,7,5.1,45,Vicarious Visions,E10+,5.490384615,385000
Iron Man 2,PS3,2010,Action,Sega,140000,178000,0,71000,4.1,28,5.2,36,Sega Studios San Francisco,T,4.71875,389000
Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,177000,169000,0,41000,4.3,37,6.3,19,Krome Studios,T,4.978571429,387000
Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft,157000,128000,60000,40000,6.1,13,8.4,8,Light Weight,M,6.976190476,385000
Blood Omen 2,PS2,2002,Action,Eidos Interactive,191000,149000,0,51000,6.7,18,8.9,19,Crystal Dynamics,M,7.82972973,391000
Monopoly Streets,PS3,2010,Misc,Electronic Arts,160000,172000,0,60000,6.5,11,6.1,9,Electronic Arts,E,6.32,392000
Condemned 2: Bloodshot,PS3,2008,Action,Sega,171000,162000,0,61000,8.2,37,8.0,89,Monolith Productions,M,8.058730159,394000
Chessmaster,PS2,2003,Misc,Ubisoft,188000,151000,0,51000,8.0,9,7.4,13,Ubisoft Romania,E,7.645454545,390000
The Darkness II,X360,2012,Shooter,Take-Two Interactive,236000,108000,0,30000,8.1,71,7.4,219,Digital Extremes,M,7.57137931,374000
Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,189000,151000,0,51000,6.7,19,7.8,6,Eurocom Entertainment Software,E10+,6.964,391000
The Sims 2,GBA,2005,Simulation,Electronic Arts,282000,101000,0,10000,5.8,11,7.4,6,Maxis,E10+,6.364705882,393000
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,289000,59000,10000,30000,8.0,53,8.8,102,Io Interactive,M,8.526451613,388000
Advance Wars: Dual Strike,DS,2005,Strategy,Ninti,297000,20000,40000,31000,9.0,49,9.1,163,Intelligent Systems,E,9.076886792,388000
Auto Modellista,PS2,2002,Racing,Capcom,191000,151000,0,50000,6.5,20,7.6,13,Capcom,E,6.933333333,392000
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,284000,79000,0,10000,8.3,40,7.1,35,Red Storm Entertainment,T,7.74,373000
Just Dance 2015,PS4,2014,Misc,Ubisoft,189000,132000,0,69000,7.2,8,5.9,32,Ubisoft,E10+,6.16,390000
Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,121000,51000,202000,10000,6.1,30,7.6,35,Omega Force,T,6.907692308,384000
One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,51000,41000,282000,10000,7.4,5,7.5,26,Ganbarion,T,7.483870968,384000
EA Sports Active 2,X360,2010,Sports,Electronic Arts,182000,163000,0,40000,6.9,21,5.5,9,EA Canada,E,6.48,385000
MotoGP 08,PS3,2008,Racing,Capcom,69000,243000,0,79000,6.5,21,6.1,9,Milestone S.r.l,E,6.38,391000
Red Faction: Armageddon,X360,2011,Shooter,THQ,180000,161000,10000,41000,7.0,74,6.9,77,Volition Inc.,M,6.949006623,392000
Harry Potter: Quidditch World Cup,GBA,2003,Sports,Electronic Arts,275000,101000,0,10000,5.3,6,8.4,9,Magic Pockets,E,7.16,386000
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,169000,128000,30000,49000,7.1,52,6.2,86,Obsidian Entertainment,T,6.539130435,376000
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,216000,132000,0,39000,3.3,12,6.3,30,Giants Software,E,5.442857143,387000
ESPN College Hoops 2K5,XB,2004,Sports,Sega,289000,81000,0,10000,8.6,18,8.2,11,Visual Concepts,E,8.448275862,380000
Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,188000,150000,0,50000,3.7,10,3.8,7,Red Tribe,E10+,3.741176471,388000
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,326000,20000,0,30000,7.7,35,7.8,49,Raven Software,T,7.758333333,376000
NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,187000,153000,0,50000,5.1,18,4.7,5,Red Zone Entertainment,E,5.013043478,390000
Turok: Evolution,GC,2002,Shooter,Acclaim Entertainment,303000,81000,0,10000,7.0,19,7.0,21,Acclaim,M,7.0,394000
NCAA Football 08,PS3,2007,Sports,Electronic Arts,355000,0,0,30000,7.7,13,7.8,28,EA Sports,E,7.768292683,385000
Sega Superstars Tennis,PS2,2008,Sports,Sega,98000,0,0,282000,7.1,9,8.3,4,Sumo Digital,E10+,7.469230769,380000
Headhunter,PS2,2002,Action,Sega,189000,148000,0,50000,7.5,24,7.9,19,Amuze,M,7.676744186,387000
Viking: Battle for Asgard,PS3,2008,Action,Sega,140000,170000,0,70000,6.6,38,7.5,32,Creative Assembly,M,7.011428571,380000
Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,Electronic Arts,297000,80000,0,10000,5.4,19,5.8,24,"EA Canada, Nihilistic",T,5.623255814,387000
Brunswick Pro Bowling,Weii,2007,Sports,505 Games,344000,10000,0,30000,5.1,11,5.5,23,Point of View,E,5.370588235,384000
Bratz: Rock Angelz,PS2,2005,Misc,THQ,191000,149000,0,50000,6.0,7,5.1,7,Blitz Games,E,5.55,390000
Battlefield 1,PC,2016,Shooter,Electronic Arts,111000,239000,0,31000,8.7,54,7.5,1137,EA DICE,M,7.55440806,381000
SSX 3,GC,2003,Sports,Electronic Arts,291000,81000,0,10000,9.1,27,8.6,45,EA Canada,E,8.7875,382000
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,151000,110000,99000,20000,7.7,46,7.8,167,Kojima Productions,M,7.778403756,380000
LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,137000,41000,158000,31000,8.3,67,8.6,89,SCE Japan Studio,E,8.471153846,367000
Risk: Global Domination,PS2,2003,Strategy,Atari,193000,151000,0,50000,6.0,9,8.7,25,Cyberlore Studios,T,7.985294118,394000
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,112000,213000,0,61000,8.3,59,7.6,511,Eidos Montreal,M,7.67245614,386000
The Incredible Hulk,PS2,2008,Action,Sega,317000,10000,0,50000,5.1,4,5.9,5,Edge of Reality,T,5.544444444,377000
Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,208000,0,0,171000,4.8,10,7.5,31,Artificial Mind and Movement,T,6.841463415,379000
Saints Row: The Third,PC,2011,Action,THQ,163000,160000,0,60000,8.5,22,8.0,1263,Volition Inc.,M,8.008560311,383000
Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,167000,71000,121000,20000,8.4,60,8.9,127,Capcom,T,8.739572193,379000
MX vs. ATV Untamed,PS2,2007,Racing,THQ,323000,10000,0,49000,5.2,13,8.2,5,Rainbow Studios,E,6.033333333,382000
Dawn of Discovery,PC,2009,Simulation,Ubisoft,0,319000,0,61000,8.2,32,8.7,132,"Blue Byte, Related Designs",T,8.602439024,380000
Pokemon Channel,GC,2003,Adventure,Ninti,237000,59000,69000,10000,5.4,21,6.0,22,Ambrella,E,5.706976744,375000
Virtua Tennis 2009,PS3,2009,Sports,Sega,90000,217000,0,61000,6.9,34,6.2,21,Sumo Digital,E,6.632727273,368000
The Dog Island,Weii,2007,Adventure,Ubisoft,341000,10000,0,30000,6.9,4,8.1,12,Yuke's,E,7.8,381000
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,121000,0,0,264000,5.7,4,5.7,6,Toys for Bob,E,5.7,385000
Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,209000,128000,0,40000,6.9,7,6.2,7,Firebrand Games,E10+,6.55,377000
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,130000,41000,192000,30000,6.0,22,6.7,19,CyberConnect2,T,6.324390244,393000
Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0,335000,0,49000,8.2,52,7.7,519,Ensemble Studios,T,7.745534151,384000
EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,180000,139000,0,51000,7.9,30,7.1,9,SCEE,E10+,7.715384615,370000
Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,284000,79000,0,10000,7.5,16,8.6,8,Konami,E10+,7.866666667,373000
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,111000,130000,110000,20000,7.2,43,6.8,18,Konami,E,7.081967213,371000
Just Dance 2014,PS3,2013,Misc,Ubisoft,169000,140000,0,60000,7.8,6,7.1,25,Ubisoft,E10+,7.235483871,369000
Weii Sports Club,WeiiU,2014,Sports,Ninti,171000,142000,40000,30000,6.7,21,7.0,106,Ninti,E10+,6.950393701,383000
Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,296000,81000,0,10000,6.6,22,7.4,8,EA Games,E,6.813333333,387000
Skylanders Giants,WeiiU,2012,Action,Activision,219000,119000,0,30000,7.9,8,7.0,22,Vicarious Visions,E10+,7.24,368000
GRID 2,PS3,2013,Racing,Codemasters,69000,221000,10000,78000,8.1,20,6.7,173,Codemasters,E,6.84507772,378000
Super Dragon Ball Z,PS2,2006,Fighting,Atari,92000,69000,188000,20000,7.1,31,5.9,21,Crafts & Meister,T,6.615384615,369000
Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,283000,60000,0,41000,5.4,11,3.4,6,Zoe Mode,E,4.694117647,384000
Ultimate Spider-Man,GC,2005,Action,Activision,294000,70000,0,10000,7.6,36,7.1,21,Treyarch,T,7.415789474,374000
NBA 2K7,PS3,2006,Sports,Take-Two Interactive,304000,39000,0,30000,7.8,20,7.3,8,Visual Concepts,E,7.657142857,373000
Just Dance 4,WeiiU,2012,Misc,Ubisoft,209000,128000,0,29000,6.7,14,7.7,37,Ubisoft Paris,E10+,7.425490196,366000
"Monsters, Inc. Scream Arena",GC,2002,Platform,THQ,291000,70000,0,10000,3.8,7,4.7,14,Radical Entertainment,E,4.4,371000
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,118000,197000,0,51000,8.5,14,6.7,556,Criterion Games,E10+,6.744210526,366000
Rampage: Total Destruction,PS2,2006,Action,Midway Games,179000,142000,0,50000,5.1,34,7.0,15,"Pipeworks Software, Inc.",E10+,5.681632653,371000
Trivial Pursuit,X360,2009,Misc,Electronic Arts,121000,211000,0,40000,6.6,19,6.3,9,EA Bright Light,E,6.503571429,372000
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,180000,121000,40000,30000,5.6,44,5.8,49,Blueside,M,5.705376344,371000
Spider-Man: Friend or Foe,PS2,2007,Action,Activision,313000,10000,0,49000,6.2,15,8.4,19,Next Level Games,E10+,7.429411765,372000
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,158000,142000,10000,59000,7.8,47,6.9,38,EA Tiburon,T,7.397647059,369000
Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,127000,199000,0,40000,7.1,30,6.4,7,Activision,E10+,6.967567568,366000
Quake 4,X360,2005,Shooter,Activision,320000,20000,0,30000,7.4,52,6.7,80,Raven Software,M,6.975757576,370000
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,158000,140000,0,71000,7.3,28,3.7,26,EA Tiburon,E,5.566666667,369000
Skate,PS3,2007,Sports,Electronic Arts,294000,39000,0,30000,8.5,31,8.1,57,EA Black Box,T,8.240909091,363000
Rage,PC,2011,Shooter,Bethesda Softworks,142000,182000,0,60000,7.8,32,5.3,1618,id Software,M,5.348484848,384000
Custom Robo,GC,2004,Role-Playing,Ninti,290000,70000,0,10000,6.4,31,8.0,27,Noise Inc.,T,7.144827586,370000
Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft,91000,181000,10000,99000,6.4,10,7.5,14,Ubisoft Quebec,T,7.041666667,381000
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,99000,194000,20000,60000,8.5,39,8.4,210,2K Games,M,8.415662651,373000
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,131000,81000,148000,20000,8.2,52,8.1,66,Indies Zero,T,8.144067797,380000
DiRT 2,Weii,2009,Racing,Codemasters,102000,223000,0,39000,5.1,10,5.4,22,Codemasters,E10+,5.30625,364000
Pac-Man World 2,GC,2002,Action,Ninti,279000,71000,0,10000,7.4,18,8.4,19,Namco,E,7.913513514,360000
Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,265000,70000,10000,31000,8.0,54,7.3,84,Crystal Dynamics,T,7.573913043,376000
Rocket League,PS4,2016,Sports,505 Games,30000,283000,0,51000,8.3,50,8.8,1290,Psyonix,E,8.781343284,364000
The BIGS,Weii,2007,Sports,Take-Two Interactive,338000,0,0,30000,6.6,15,7.2,14,Blue Castle Games,E,6.889655172,368000
The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,327000,10000,0,30000,6.9,10,6.8,8,Amaze Entertainment,E,6.855555556,367000
Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,60000,198000,0,108000,7.3,6,7.9,11,Juice Games,T,7.688235294,366000
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,207000,119000,10000,30000,7.1,55,6.0,102,Obsidian Entertainment,T,6.385350318,366000
DiRT Rally,PS4,2016,Racing,Codemasters,39000,270000,0,51000,8.7,46,8.1,196,Codemasters,E,8.214049587,360000
NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,345000,0,0,30000,7.3,23,7.3,14,EA Tiburon,E,7.3,375000
FIFA Street 2,PS2,2006,Sports,Electronic Arts,169000,128000,20000,39000,5.9,27,7.7,42,EA Canada,E,6.995652174,356000
Virtua Tennis 2009,Weii,2009,Sports,Sega,121000,207000,0,41000,7.2,33,7.8,21,Sumo Digital,E,7.433333333,369000
Overlord: Dark Legend,Weii,2009,Action,Codemasters,110000,219000,0,40000,6.9,30,8.0,15,Climax Group,T,7.266666667,369000
The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,323000,20000,0,31000,5.5,4,2.7,6,Amaze Entertainment,E,3.82,374000
Harry Potter and the Order of the Phoenix,PSP,2007,Action,Electronic Arts,98000,171000,0,101000,5.2,11,7.6,20,EA Games,E10+,6.748387097,370000
Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive Entertainment,171000,149000,0,40000,6.2,61,7.6,26,GRIN,M,6.618390805,360000
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco Bandai Games,91000,69000,178000,20000,8.0,34,9.1,59,Monolith Soft,T,8.697849462,358000
Rune Factory: Frontier,Weii,2008,Role-Playing,Rising Star Games,162000,129000,40000,30000,7.9,34,8.6,39,Neverland,E10+,8.273972603,361000
Mini Ninjas,Weii,2009,Action,Eidos Interactive,157000,158000,0,40000,7.8,9,8.2,12,Io Interactive,E10+,8.028571429,355000
Scribblenauts: Unlimited,WeiiU,2012,Action,Warner Bros. Interactive Entertainment,254000,91000,0,30000,7.3,42,7.5,109,5TH Cell,E10+,7.444370861,375000
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,335000,0,0,30000,8.0,19,7.6,14,Vicarious Visions,T,7.83030303,365000
The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,302000,10000,0,51000,7.1,17,8.1,15,EA Redwood Shores,T,7.56875,363000
NCAA Football 07,PSP,2006,Sports,Electronic Arts,341000,0,0,30000,7.5,16,8.0,11,EA Sports,E,7.703703704,371000
Fragile Dreams: Farewell Ruins of the Moon,Weii,2009,Role-Playing,Rising Star Games,160000,121000,60000,30000,6.8,41,8.2,63,Tri-Crescendo,T,7.648076923,371000
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,284000,71000,0,10000,6.1,35,6.7,14,EA LA,T,6.271428571,365000
Need for Speed: The Run,PC,2011,Action,Electronic Arts,91000,213000,0,71000,7.0,18,5.8,338,Black Box,T,5.860674157,375000
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,80000,59000,207000,20000,4.7,17,7.8,37,Dimps Corporation,T,6.824074074,366000
Elite Beat Agents,DS,2006,Misc,Ninti,298000,29000,0,30000,8.9,51,8.7,105,iNiS,E10+,8.765384615,357000
ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment,178000,141000,0,51000,5.9,15,7.8,14,KCEO,E,6.817241379,370000
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,110000,218000,0,30000,8.1,78,5.5,1027,Firaxis Games,E10+,5.683529412,358000
Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment,270000,20000,40000,30000,8.6,46,8.7,111,Konami,T,8.670700637,360000
Star Fox: Zero,WeiiU,2016,Shooter,Ninti,170000,98000,69000,30000,6.9,82,7.5,662,PlatinumGames,E10+,7.433870968,367000
SAW,PS3,2009,Action,Konami Digital Entertainment,131000,169000,0,61000,5.8,41,6.5,28,Zombie Studios,M,6.084057971,361000
