name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating	popularity score							
Billy Hatcher and the Giant Egg	GC	2003	Platform	Sega	192000	50000	0	10000	7	37	8.6	31	Sonic Team	E	7.729411765							
NHL 08	X360	2007	Action	Electronic Arts	221000	10000	0	20000	8.4	44	8.2	44	EA Canada	E10+	8.3							
WipEout Fusion	PS2	2002	Racing	Sony Computer Entertainment	119000	98000	0	30000	8.2	21	8.5	43	Studio Liverpool	E	8.4015625							
Prison Break: The Conspiracy	PS3	2010	Action	Deep Silver	50000	152000	0	50000	4.2	33	3.8	20	ZootFly	T	4.049056604							
NHL 06	XB	2005	Sports	Electronic Arts	192000	51000	0	10000	7.9	35	8.4	18	EA Canada	E10+	8.069811321							
Anno 2205	PC	2015	Strategy	Ubisoft	20000	223000	0	20000	7.1	45	5.8	278	Blue Byte	E10+	5.981114551							
Ultimate Fighting Championship	PS	2000	Fighting	Ubisoft	138000	89000	0	20000	5.4	6	7.4	16	Opus	T	6.854545455							
XIII	XB	2003	Shooter	Ubisoft	159000	81000	0	10000	7.3	38	8.5	15	Southend Interactive	M	7.639622642							
Up	PS3	2009	Action	THQ	149000	60000	0	30000	6.5	5	6.5	4	Heavy Iron Studios	E10+	6.5							
Michael Jackson: The Experience	DS	2010	Misc	Ubisoft	211000	20000	0	20000	6.5	5	6.6	5	Ubisoft	E10+	6.55							
MotoGP '07	X360	2007	Racing	THQ	234000	0	0	20000	7.7	20	7.4	11	Climax Group, Climax Studios	E	7.593548387							
Cars	X360	2006	Racing	THQ	222000	10000	0	20000	6.6	16	6.1	8	Rainbow Studios	E	6.433333333							
Hatsune Miku: Project Diva F 2nd	PS3	2014	Misc	Sega	91000	30000	100000	30000	7.9	15	8.6	49	Sega	T	8.4359375							
Need for Speed Rivals	PC	2013	Racing	Electronic Arts	40000	191000	0	20000	7.7	16	3.2	546	Ghost Games	E10+	3.328113879							
The Mummy: Tomb of the Dragon Emperor	PS2	2008	Action	Vivendi Games	120000	100000	0	30000	3.8	7	6.8	6	Eurocom Entertainment Software	T	5.184615385							
Def Jam Vendetta	GC	2003	Fighting	Electronic Arts	189000	50000	0	10000	8.1	22	8.7	8	Aki Corp.	T	8.26							
The Sims 2	XB	2005	Simulation	Electronic Arts	188000	49000	0	10000	7.4	31	7.2	8	Maxis	T	7.358974359							
Spider-Man: Web of Shadows	Weii	2008	Action	Activision	221000	10000	0	20000	6.3	20	6.9	13	Treyarch, Shaba Games	T	6.536363636							
The Bureau: XCOM Declassified	PS3	2013	Shooter	Take-Two Interactive	81000	129000	0	40000	6.8	22	6.8	79	2K Marin	M	6.8							
World Series Baseball 2K3	PS2	2003	Sports	Sega	118000	99000	0	30000	8.8	21	8.8	19	Blue Shift	E	8.8							
Tony Hawk's Proving Ground	Weii	2007	Sports	Activision	219000	10000	0	20000	5.7	8	6.1	19	Page 44 Studios	T	5.981481481							
Indiana Jones and the Staff of Kings	PSP	2009	Action	Activision	108000	91000	0	51000	6.3	10	7.8	17	Amaze	T	7.244444444							
The Outfit	X360	2006	Action	THQ	213000	20000	0	20000	6.9	52	7.5	48	Relic	M	7.188							
Don King Presents: Prizefighter	X360	2008	Sports	Take-Two Interactive	141000	79000	0	20000	5.5	45	6.3	29	Venom Games	T	5.813513514							
Devil Kings	PS2	2005	Action	Capcom	30000	29000	178000	10000	6.3	27	7.4	12	Capcom	T	6.638461538							
Bolt	X360	2008	Adventure	Disney Interactive Studios	181000	50000	0	20000	5.7	18	7.2	7	Avalanche Software	E10+	6.12							
Spider-Man: Edge of Time	X360	2011	Action	Activision	181000	49000	0	20000	5.6	50	6.8	33	Beenox	T	6.077108434							
L.A. Noire: The Complete Edition	PC	2011	Adventure	Take-Two Interactive	80000	129000	0	30000	8.4	28	7.9	903	Rockstar Leeds	M	7.915037594							
Dynasty Warriors 6	PS2	2008	Action	Tecmo Koei	121000	89000	0	30000	4.3	7	5.4	14	Koei, Omega Force	T	5.033333333							
America's Army: Rise of a Soldier	XB	2005	Shooter	Ubisoft	191000	50000	0	10000	7.1	19	7.3	21	Secret Level	T	7.205							
Pirates of the Caribbean: The Legend of Jack Sparrow	PS2	2006	Adventure	Ubisoft	118000	89000	0	30000	5	32	7.5	13	7 Studios	T	5.722222222							
Ed, Edd n Eddy: The Mis-Edventures	GC	2005	Platform	Midway Games	186000	51000	0	10000	5.4	4	8.1	10	Artificial Mind and Movement	E	7.328571429							
Armored Core 4	X360	2007	Simulation	505 Games	188000	10000	30000	20000	6.5	31	7.1	31	From Software	T	6.8							
Indiana Jones and the Staff of Kings	DS	2009	Action	Activision	158000	70000	0	20000	4.9	5	6.7	11	LucasArts	T	6.1375							
X-Men Origins: Wolverine	Weii	2009	Action	Activision	191000	41000	0	20000	5.3	8	6.2	10	Amaze Entertainment	T	5.8							
Disgaea 2: Dark Hero Days	PSP	2009	Role-Playing	Nippon Ichi Software	99000	10000	121000	20000	8.2	33	7	47	Nippon Ichi Software	T	7.495							
Final Fantasy XI: Chains of Promathia	PS2	2004	Role-Playing	Square Enix	120000	91000	0	30000	7.7	13	8.1	10	Square Enix	T	7.873913043							
The Chronicles of Riddick: Assault on Dark Athena	PS3	2009	Shooter	Vivendi Games	118000	90000	0	40000	7.9	45	7.8	40	Starbreeze	M	7.852941176							
X-Men Legends II: Rise of Apocalypse	GC	2005	Role-Playing	Activision	192000	50000	0	10000	8.1	34	6.2	26	Raven Software	T	7.276666667							
TV Superstars	PS3	2010	Misc	Sony Computer Entertainment	70000	118000	0	50000	5.5	17	4.9	8	SCE Studio Cambridge	E	5.308							
Family Guy: Back to the Multiverse	X360	2012	Action	Activision	139000	90000	0	20000	3.9	28	5	51	Heavy Iron Studios	M	4.610126582							
Ninja Gaiden 3	X360	2012	Action	Tecmo Koei	162000	50000	30000	20000	5.7	39	4.3	136	Team Ninja	M	4.612							
Sid Meier's Civilization VI	PC	2016	Strategy	Take-Two Interactive	89000	129000	0	20000	8.8	81	7.3	684	Firaxis Games	E10+	7.458823529							
Sword Art Online: Lost Song	PS4	2015	Role-Playing	Namco Bandai Games	100000	110000	0	40000	6.3	32	6.4	60	Bandai Namco Games, Artdink	T	6.365217391							
NBA Courtside 2002	GC	2002	Sports	Ninti	188000	50000	0	10000	7	18	7.4	7	Left Field Productions	E	7.112							
F1 2015	XOne	2015	Racing	Codemasters	80000	150000	0	20000	6.4	13	5.3	22	Codemasters	E	5.708571429							
Digimon World: Data Squad	PS2	2006	Role-Playing	Namco Bandai Games	118000	89000	0	29000	4.3	12	8.1	20	Bec	E10+	6.675							
Hitman: Absolution	PC	2012	Action	Square Enix	30000	170000	0	40000	7.8	26	7.1	1327	Io Interactive, Nixxes Software	M	7.113451589							
Stella Glow	3DS	2015	Role-Playing	Atlus	158000	10000	49000	20000	8	32	8.7	82	Image Epoch, Imageepoch	T	8.503508772							
Racquet Sports	Weii	2010	Sports	Ubisoft	128000	90000	0	20000	5.1	8	8.7	15	Asobo Studio	E	7.447826087							
Trials Fusion	XOne	2014	Racing	Ubisoft	119000	100000	0	20000	8	28	7	158	RedLynx	E10+	7.150537634							
Far Cry Instincts Predator	X360	2006	Shooter	Ubisoft	198000	30000	0	20000	8	46	6.1	80	Ubisoft Montreal	M	6.793650794							
Onechanbara Z2: Chaos	PS4	2014	Action	Nippon Ichi Software	141000	30000	40000	40000	5.7	40	6.4	72	Tamsoft, D3Publisher	M	6.15							
Skylanders SWAP Force	3DS	2013	Platform	Activision	101000	122000	0	20000	6.9	12	6.3	13	n-Space	E10+	6.588							
MLB	PSP	2005	Sports	Sony Computer Entertainment	227000	0	0	20000	7.9	26	8	18	989 Sports	E	7.940909091							
Skylanders: SuperChargers	XOne	2015	Action	Activision	169000	50000	0	20000	7.6	15	5.4	17	Vicarious Visions	E10+	6.43125							
Britney's Dance Beat	PS2	2002	Misc	THQ	120000	88000	0	30000	6.3	20	4.8	20	Metro Graphics	E	5.55							
Vexx	PS2	2003	Platform	Acclaim Entertainment	120000	90000	0	29000	6.3	20	7.5	11	Acclaim Studios Austin	T	6.725806452							
Samurai Warriors 4	PS4	2014	Action	Tecmo Koei	80000	70000	61000	30000	7.7	31	8	74	Omega Force	T	7.911428571							
Ace Combat: Assault Horizon Legacy	3DS	2011	Simulation	Namco Bandai Games	100000	61000	81000	10000	7	37	7.8	26	Project Aces	T	7.33015873							
TimeSplitters: Future Perfect	PS2	2005	Shooter	Electronic Arts	121000	92000	0	31000	8.5	39	9.1	117	Free Radical Design	M	8.95							
Dynasty Warriors Next	PSV	2011	Action	Tecmo Koei	50000	59000	110000	20000	6.7	35	7.4	73	Koei	T	7.173148148							
Harvest Moon: Magical Melody	GC	2005	Simulation	Ubisoft	191000	50000	0	10000	8.2	14	9	44	Marvelous	E	8.806896552							
Genma Onimusha	XB	2002	Action	Capcom	141000	41000	50000	10000	8.4	27	8.6	10	Capcom	M	8.454054054							
DK: King of Swing	GBA	2005	Platform	Ninti	173000	61000	0	0	7	30	4.9	6	Paon Corporation	E	6.65							
Turning Point: Fall of Liberty	PS3	2008	Shooter	Codemasters	207000	10000	0	20000	4.3	28	5.4	33	Spark Unlimited	T	4.895081967							
Homefront	PC	2011	Shooter	THQ	109000	102000	0	30000	7	36	5.5	531	Digital Extremes	M	5.595238095							
Percy Jackson and the Olympians: The Lightning Thief	DS	2010	Role-Playing	Activision	220000	10000	0	20000	5.7	6	7	12	Griptonite Games	E10+	6.566666667							
Fuel	PS3	2009	Racing	Codemasters	80000	109000	0	40000	6.6	44	7.3	36	Asobo Studio	E	6.915							
NBA Live 10	PSP	2009	Sports	Electronic Arts	209000	0	10000	20000	6.4	4	4.2	10	EA Canada	E	4.828571429							
Burnout 2: Point of Impact	XB	2003	Racing	Acclaim Entertainment	179000	49000	0	10000	8.7	23	5.1	23	Criterion Games	E	6.9							
Super Monkey Ball Deluxe	PS2	2005	Misc	Sega	118000	90000	0	30000	7.8	25	7.8	13	Sega	E	7.8							
Kill.Switch	XB	2003	Shooter	Namco Bandai Games	179000	50000	0	10000	7.5	26	7.8	7	Namco	T	7.563636364							
Peter Jackson's King Kong: The Official Game of the Movie	GC	2005	Action	Ubisoft	189000	50000	0	10000	8.1	30	8.2	8	Ubisoft Montpellier	T	8.121052632							
Dancing With The Stars	Weii	2007	Misc	Activision	216000	0	0	20000	4.2	5	6.2	5	Zoe Mode	E10+	5.2							
The Simpsons: Road Rage	GC	2001	Racing	Electronic Arts	188000	51000	0	10000	6.7	16	7.6	12	Radical Entertainment	T	7.085714286							
Dynasty Warriors 7	X360	2011	Action	Tecmo Koei	161000	60000	0	20000	5.8	22	7.9	46	Omega Force	T	7.220588235							
Total War: Attila	PC	2015	Strategy	Sega	89000	132000	0	20000	8	66	7.4	520	Creative Assembly	T	7.467576792							
Azurik: Rise of Perathia	XB	2001	Action	Microsoft Game Studios	182000	51000	0	10000	5.3	26	8.5	14	Adrenium	T	6.42							
Dragon Ball Z: Sagas	XB	2005	Fighting	Atari	179000	50000	0	10000	5	11	6.1	8	Avalanche Software	T	5.463157895							
Crash Tag Team Racing	PSP	2005	Racing	Vivendi Games	158000	50000	0	30000	6.8	9	7.1	25	Radical Entertainment	E10+	7.020588235							
Asura's Wrath	X360	2012	Action	Capcom	148000	60000	10000	20000	7	54	6.5	131	CyberConnect2	T	6.645945946							
Harvest Moon: Another Wonderful Life	GC	2004	Role-Playing	Marvelous Interactive	187000	49000	0	10000	7.1	12	9.3	60	Marvelous	E	8.933333333							
Final Fantasy Fables: Chocobo Tales	DS	2006	Adventure	Ubisoft	99000	10000	120000	10000	7.4	42	7.3	28	h.a.n.d. Inc.	E	7.36							
NCAA College Basketball 2K3	PS2	2002	Sports	Sega	119000	89000	0	30000	8.1	17	8	6	Kush Games	E	8.073913043							
NHL 17	XOne	2016	Sports	Electronic Arts	201000	10000	0	30000	7.6	23	4	38	EA Canada, EA Vancouver	E10+	5.357377049							
Bakugan: Battle Brawlers	X360	2009	Action	Activision	199000	20000	0	20000	6.1	16	5.2	9	Now Production	E	5.776							
Fantastic 4	GC	2005	Action	Activision	194000	50000	0	10000	6.1	32	3.9	6	7 Studios	T	5.752631579							
Tony Hawk's American Sk8land	GBA	2005	Sports	Activision	172000	60000	0	0	6.3	7	5.5	5	Vicarious Visions	E	5.966666667							
Metro 2033	PC	2010	Shooter	THQ	0	190000	0	50000	8	40	8.1	1472	4A Games	M	8.097354497							
Valhalla Knights	PSP	2006	Role-Playing	Rising Star Games	150000	0	69000	10000	5.3	29	6.4	15	K2 LLC	E10+	5.675							
The Adventures of Tintin: The Game	X360	2011	Action	Ubisoft	70000	130000	0	31000	6.2	35	6.1	12	Ubisoft Montpellier	E10+	6.174468085							
Etrian Mystery Dungeon	3DS	2015	Role-Playing	Nippon Ichi Software	89000	10000	131000	10000	7.7	44	8.1	49	Spike Chunsoft	E10+	7.910752688							
Zumba Fitness: World Party	XOne	2013	Misc	Majesco Entertainment	167000	50000	0	20000	7.2	5	6.1	40	Zoe Mode	E	6.222222222							
Luminous Arc	DS	2007	Role-Playing	Rising Star Games	157000	0	60000	10000	6.9	25	6.9	24	Image Epoch, Imageepoch	T	6.9							
Grand Steal Auto	GBA	2004	Action	Take-Two Interactive	170000	60000	0	0	6.8	33	7.2	23	Digital Eclipse	M	6.964285714							
Avalon Code	DS	2008	Role-Playing	Rising Star Games	110000	0	118000	10000	7.2	29	7.5	13	Matrix Software, Marvelous Entertainment	E10+	7.292857143							
Dreamcast Collection	X360	2011	Misc	Sega	159000	59000	0	20000	5.3	31	5.1	10	Sega	T	5.251219512							
Resident Evil Archives: Resident Evil Zero	Weii	2008	Action	Capcom	128000	30000	60000	10000	6.1	17	8.2	37	Capcom	M	7.538888889							
Rocket League	XOne	2016	Sports	505 Games	49000	167000	0	20000	8.8	22	8.4	194	Psyonix	E	8.440740741							
My Street	PS2	2003	Misc	Sony Computer Entertainment	122000	90000	0	30000	4.6	21	3.9	14	Idol Minds	E	4.32							
Spider-Man: Shattered Dimensions	Weii	2010	Action	Activision	120000	89000	0	20000	7.6	13	7.7	15	Beenox	T	7.653571429							
Ghost Rider	PSP	2007	Action	Take-Two Interactive	220000	0	0	20000	5	17	5.7	13	Climax Group	T	5.303333333							
Shadow Hearts: Covenant	PS2	2004	Role-Playing	Midway Games	119000	90000	0	31000	8.5	49	9.2	54	Nautilus	T	8.866990291							
X-Men: Destiny	PS3	2011	Action	Activision	140000	69000	0	29000	5.1	33	4.8	37	Silicon Knights	T	4.941428571							
Driver '76	PSP	2007	Racing	Ubisoft	30000	143000	0	70000	5.7	28	7.9	18	Sumo Digital	M	6.560869565							
Harry Potter and the Order of the Phoenix	PS3	2007	Action	Electronic Arts	180000	30000	0	29000	6.7	35	6.7	25	EA Games	E10+	6.7							
Midway Arcade Treasures: Extended Play	PSP	2005	Misc	Midway Games	213000	0	0	20000	6.2	24	7.8	8	Digital Eclipse	M	6.6							
Dynasty Warriors 6 Empires	X360	2009	Action	Tecmo Koei	157000	10000	40000	20000	5.9	24	7.3	28	Omega Force	T	6.653846154							
The Testament of Sherlock Holmes	PS3	2012	Adventure	Focus Home Interactive	51000	138000	0	41000	6.5	16	7.5	34	Frogwares	M	7.18							
FIFA World Cup Germany 2006	XB	2006	Sports	Electronic Arts	181000	50000	0	10000	7.8	22	8.6	9	EA Canada	E	8.032258065							
NBA Live 14	PS4	2013	Sports	Electronic Arts	151000	51000	0	40000	4.4	25	2.7	175	EA Sports	E	2.9125							
G.I. Joe: The Rise of Cobra	X360	2009	Action	Electronic Arts	172000	50000	0	20000	4.2	59	4.6	22	Double Helix Games	T	4.308641975							
Game of Thrones	PS3	2012	Role-Playing	Focus Home Interactive	99000	102000	0	30000	5.3	14	5.4	81	Cyanide, Cyanide Studios	M	5.385263158							
LEGO Marvel's Avengers	WeiiU	2016	Action	Warner Bros. Interactive Entertainment	121000	100000	0	20000	6.9	4	6.7	15	TT Games	E10+	6.742105263							
X-Men: Destiny	X360	2011	Action	Activision	181000	40000	0	20000	4.7	51	5	72	Silicon Knights	T	4.875609756							
Pro Evolution Soccer 2014	X360	2013	Action	Konami Digital Entertainment	71000	148000	0	20000	8.2	23	4.3	113	Konami	E	4.959558824							
Pure Futbol	PS3	2010	Sports	Ubisoft	60000	133000	0	41000	4.6	12	7.6	30	Ubisoft Vancouver	E	6.742857143							
Afro Samurai	X360	2009	Action	Atari	162000	49000	0	20000	6.5	70	6.1	57	Namco Bandai Games America, Namco Bandai Games	M	6.320472441							
Ar tonelico Qoga: Knell of Ar Ciel	PS3	2010	Role-Playing	Tecmo Koei	79000	10000	128000	10000	6.1	27	5.3	101	Gust	M	5.46875							
NASCAR 08	PS2	2007	Racing	Electronic Arts	118000	90000	0	30000	5.5	9	8.1	9	EA Tiburon	E	6.8							
Broken Sword: Shadow of the Templars - The Director's Cut	Weii	2009	Adventure	Ubisoft	112000	101000	0	20000	7.4	29	8	14	Revolution Software	T	7.595348837							
Birds of Steel	PS3	2012	Simulation	Konami Digital Entertainment	99000	79000	20000	30000	7.4	27	8.3	18	Gaijin Entertainment	T	7.76							
Bakugan: Battle Brawlers	PS3	2009	Action	Activision	188000	30000	0	20000	6.2	10	8	5	Now Production	E	6.8							
Karaoke Revolution Volume 2	PS2	2004	Misc	Konami Digital Entertainment	110000	90000	0	30000	7.6	26	7	4	Harmonix Music Systems	E	7.52							
Prince of Persia: The Forgotten Sands	Weii	2010	Action	Ubisoft	101000	111000	0	20000	7.7	24	8.2	31	Ubisoft Quebec	T	7.981818182							
Disney's A Christmas Carol	DS	2009	Adventure	Disney Interactive Studios	210000	10000	0	20000	6.6	7	6.6	4	Sumo Digital	E	6.6							
NBA Live 15	PS4	2014	Sports	Electronic Arts	163000	39000	0	39000	6	24	5.6	86	EA Sports	E	5.687272727							
NASCAR Thunder 2004	XB	2003	Racing	Electronic Arts	181000	50000	0	10000	8.5	14	9.2	15	EA Games	E	8.862068966							
Buffy the Vampire Slayer	XB	2002	Action	Electronic Arts	182000	51000	0	10000	8	30	9.1	31	Double Helix Games	T	8.559016393							
Harry Potter and the Goblet of Fire	XB	2005	Action	Electronic Arts	177000	51000	0	10000	6.9	26	5.9	10	Electronic Arts	E10+	6.622222222							
Sands of Destruction	DS	2008	Role-Playing	Sega	89000	0	132000	10000	6.3	20	7.8	18	Image Epoch, Imageepoch	T	7.010526316							
Harry Potter and the Goblet of Fire	DS	2005	Action	Electronic Arts	197000	10000	0	20000	6.8	15	6	6	Magic Pockets	E	6.571428571							
Viva Pinata: Party Animals	X360	2007	Misc	Microsoft Game Studios	188000	20000	0	20000	5.6	42	6.1	18	Krome Studios	E	5.75							
World Series Baseball	XB	2002	Sports	Sega	169000	50000	0	10000	8.6	20	8.9	6	Blueshift	E	8.669230769							
Test Drive: Eve of Destruction	PS2	2004	Racing	Atari	112000	90000	0	30000	7.3	34	9	23	Monster Games Inc.	T	7.985964912							
Dynasty Warriors: Gundam Reborn	PS3	2013	Action	Tecmo Koei	0	0	232000	0	6.5	35	7.5	25	Omega Force	T	6.916666667							
Hatsune Miku: Project Diva f	PSV	2012	Misc	Sega	0	0	233000	0	8.1	10	7.9	90	Sega	T	7.92							
The Legend of Heroes: Trails of Cold Steel	PSV	2013	Role-Playing	Nippon Ichi Software	51000	20000	140000	20000	7.5	20	7.4	132	Falcom	T	7.413157895							
Jeremy McGrath Supercross World	PS2	2001	Racing	Acclaim Entertainment	108000	89000	0	30000	3.5	9	3.4	16	Acclaim	T	3.436							
The Club	PS3	2008	Shooter	Sega	139000	71000	0	30000	7.1	42	6.4	15	Bizarre Creations	M	6.915789474							
Meteos	DS	2005	Puzzle	Ninti	151000	10000	59000	10000	8.9	49	7.5	164	Q Entertainment	E	7.822065728							
Star Wars Jedi Knight II: Jedi Outcast	GC	2002	Shooter	Activision	179000	49000	0	10000	7.5	17	7.8	19	Vicarious Visions	T	7.658333333							
Tom Clancy's Splinter Cell	GC	2003	Action	Ubisoft	179000	50000	0	10000	8.8	19	8.6	25	Ubisoft Shanghai	T	8.686363636							
Virtua Tennis 4	X360	2011	Sports	Sega	110000	88000	10000	20000	6.9	37	6.3	12	Sega	E	6.753061224							
ESPN NHL Hockey	PS2	2003	Sports	Sega	110000	88000	0	30000	9	19	6.9	22	Kush Games	E	7.873170732							
DiRT Showdown	X360	2012	Racing	Codemasters	80000	131000	0	20000	7.4	53	6.4	53	Codemasters	E10+	6.9							
The Incredible Hulk: Ultimate Destruction	XB	2005	Action	Vivendi Games	173000	49000	0	10000	8.5	47	8	22	Radical Entertainment	T	8.34057971							
XCOM 2	PC	2016	Strategy	Take-Two Interactive	90000	121000	0	20000	8.6	104	7.2	1221	Firaxis Games	T	7.309886792							
Cross Edge	PS3	2008	Role-Playing	Nippon Ichi Software	143000	20000	50000	20000	5.2	32	7.3	82	Compile Heart	T	6.710526316							
The Lord of the Rings: Aragorn's Quest	Weii	2010	Action	Warner Bros. Interactive Entertainment	167000	49000	0	20000	5.8	21	7.9	5	Headstrong Games	T	6.203846154							
Looney Tunes: Acme Arsenal	Weii	2007	Action	Warner Bros. Interactive Entertainment	208000	10000	0	20000	2.7	7	5	14	Red Tribe	E10+	4.233333333							
Madagascar: Escape 2 Africa	PS3	2008	Action	Activision	120000	80000	0	30000	5.8	13	6.8	4	Toys for Bob	E10+	6.035294118							
NBA 2K6	X360	2005	Action	Take-Two Interactive	211000	10000	0	20000	7.9	33	8.6	31	Visual Concepts	E	8.2390625							
NASCAR 08	PS3	2007	Racing	Electronic Arts	153000	49000	0	30000	5.6	21	5.1	14	EA Tiburon	E	5.4							
Mafia	XB	2004	Action	Take-Two Interactive	170000	50000	0	10000	6.5	33	7.8	22	Illusion Softworks	M	7.02							
Grand Slam Tennis 2	PS3	2012	Sports	Electronic Arts	91000	100000	0	39000	7.4	36	5.1	17	EA Sports	E	6.662264151							
Dynasty Warriors: Strikeforce	X360	2009	Action	Tecmo Koei	128000	60000	20000	20000	5.9	18	5.7	12	Omega Force	T	5.82							
Airblade	PS2	2001	Sports	Sony Computer Entertainment	110000	89000	0	30000	7.1	18	5.7	12	Criterion Games	T	6.54							
Epic Mickey 2: The Power of Two	WeiiU	2012	Action	Disney Interactive Studios	129000	71000	10000	20000	5.7	14	5.5	46	Junction Point	E	5.546666667							
Carnival Island	PS3	2011	Misc	Sony Computer Entertainment	130000	59000	0	41000	6.5	25	5.2	5	Magic Pixel Games	E	6.283333333							
Tom Clancy's Rainbow Six: Siege	PC	2015	Shooter	Ubisoft	128000	80000	0	20000	7.8	37	6.9	734	Ubisoft Montreal	M	6.943190661							
Genji: Dawn of the Samurai	PS2	2005	Action	Sony Computer Entertainment	111000	90000	0	29000	7.3	49	8.3	19	Game Republic	M	7.579411765							
The Italian Job	PS2	2003	Racing	Eidos Interactive	112000	90000	0	30000	5.5	18	6.2	4	Climax Group	T	5.627272727							
TrackMania: Build to Race	Weii	2010	Racing	Focus Home Interactive	90000	111000	0	20000	7.5	17	6.8	5	Firebrand Games	E	7.340909091							
Ultimate Band	Weii	2008	Misc	Disney Interactive Studios	183000	30000	0	20000	5.8	17	5.6	4	Disney Interactive Studios	E10+	5.761904762							
Freedom Fighters	XB	2003	Shooter	Electronic Arts	168000	50000	0	10000	8.3	23	8.3	23	Io Interactive	T	8.3							
Soldier of Fortune II: Double Helix	XB	2003	Shooter	Activision	173000	49000	0	10000	6.1	26	6.4	13	Gratuitous Games	M	6.2							
Lunar Knights	DS	2006	Role-Playing	Konami Digital Entertainment	171000	10000	40000	10000	8.1	39	7.8	25	Kojima Productions	E10+	7.9828125							
Final Fantasy XI: Treasures of Aht Urhgan	PS2	2006	Role-Playing	Square Enix	61000	50000	101000	20000	8.7	4	7	13	Square Enix	T	7.4							
WWE All Stars	3DS	2011	Fighting	THQ	148000	60000	0	20000	7	12	7.4	7	THQ	T	7.147368421							
Mortal Kombat: Armageddon	Weii	2007	Fighting	Midway Games	191000	20000	0	20000	7.1	29	8.4	33	JGI Entertainment	M	7.791935484							
Madden NFL 13	WeiiU	2012	Sports	Electronic Arts	207000	0	0	20000	7.6	9	6.8	30	EA Tiburon	E	6.984615385							
Transformers: Devastation	PS4	2015	Action	Activision	102000	92000	0	39000	7.6	50	7.5	160	PlatinumGames	T	7.523809524							
BlowOut	PS2	2003	Shooter	Zoo Digital Publishing	108000	90000	0	30000	5.9	12	6.2	5	Terminal Reality	T	5.988235294							
NFL Blitz Pro	PS2	2003	Sports	Midway Games	109000	91000	0	30000	7.4	20	8.6	14	Midway	E	7.894117647							
Tiger Woods PGA Tour 2003	GC	2002	Sports	Electronic Arts	178000	49000	0	10000	8.9	10	8.1	5	EA Sports	E	8.633333333							
Disgaea: Afternoon of Darkness	PSP	2006	Role-Playing	Tecmo Koei	152000	10000	41000	20000	8.6	37	8.2	69	Nippon Ichi Software	T	8.339622642							
Toukiden Kiwami	PSV	2014	Action	Tecmo Koei	20000	20000	171000	10000	8.2	5	8.5	42	Omega Force, Koei Tecmo Games	T	8.468085106							
SSX On Tour	PSP	2005	Sports	Electronic Arts	187000	20000	0	20000	7.9	23	8.1	44	EA Montreal	E	8.031343284							
Rune Factory: Tides of Destiny	PS3	2011	Role-Playing	Marvelous Interactive	140000	0	70000	20000	5.4	12	7.8	44	Neverland	E10+	7.285714286							
Lumines: Electronic Symphony	PSV	2012	Misc	Ubisoft	91000	89000	10000	40000	8.5	65	7.9	85	Q Entertainment	E	8.16							
Tony Hawk's Proving Ground	DS	2007	Sports	Activision	199000	10000	0	20000	7.9	21	6.7	6	Vicarious Visions	E10+	7.633333333							
The Polar Express	PS2	2004	Adventure	THQ	110000	91000	0	30000	3.8	10	4.3	6	Blue Tongue	E	3.9875							
Valhalla Knights 2	PSP	2008	Role-Playing	Rising Star Games	92000	0	119000	10000	5	13	5.3	13	K2	E10+	5.15							
Spec Ops: The Line	PC	2012	Shooter	Take-Two Interactive	111000	88000	0	20000	7.5	16	8.2	1237	Yager	M	8.191061453							
NBA ShootOut 2003	PS2	2002	Sports	Sony Computer Entertainment	108000	89000	0	30000	6.2	22	5.8	8	SCEA	E	6.093333333							
Need For Speed: Undercover	DS	2008	Racing	Electronic Arts	181000	30000	0	20000	6	7	6.8	6	Firebrand Games	E10+	6.369230769							
Killer is Dead	PS3	2013	Action	Deep Silver	121000	30000	49000	30000	6.3	39	8	215	Grasshopper Manufacture	M	7.738976378							
F1 2014	X360	2014	Racing	Codemasters	79000	127000	0	20000	6.3	14	4	20	Codemasters Birmingham	E	4.947058824							
Legion: The Legend of Excalibur	PS2	2002	Action	Midway Games	110000	88000	0	31000	5	21	7	6	7 Studios	M	5.444444444							
Spartan: Total Warrior	PS2	2005	Action	Sega	109000	90000	0	30000	7.4	33	8.4	65	Creative Assembly	M	8.063265306							
Justice League Heroes	PSP	2006	Role-Playing	Eidos Interactive	202000	10000	0	20000	7.1	13	7.7	5	Snowblind Studios	T	7.266666667							
Whirl Tour	PS2	2002	Sports	Crave Entertainment	110000	89000	0	30000	5.9	9	7	5	Papaya Studios	E	6.292857143							
NBA Street: Showdown	PSP	2005	Sports	Electronic Arts	200000	0	0	20000	7.4	25	8.4	15	EA Canada	E	7.775							
pro evolution soccer 2011	Weii	2010	Sports	Konami Digital Entertainment	71000	99000	31000	20000	7.9	9	5.3	7	Konami	E	6.7625							
Skies of Arcadia Legends	GC	2002	Role-Playing	Atari	169000	41000	0	10000	8.5	31	9.2	95	Overworks	T	9.027777778							
Breath of Fire	GBA	2001	Role-Playing	Ubisoft	109000	40000	59000	0	7.8	17	9	9	Capcom	E	8.215384615							
Risen 2: Dark Waters	PC	2012	Role-Playing	Deep Silver	0	188000	0	29000	6.8	51	5.6	751	Piranha Bytes	M	5.676309227							
